01_prenom;02_genre;03_langage
kostya;m;russian
kourtney;f,m;english
kreindel;f;jewish
kresten;m;danish
kreszentia;f;german
kreszenz;f;german
kriemhild;f;german
kriemhilde;f;german
krikor;m;armenian
krimhilde;f;german
kris;f,m;
krishna;m;indian, hindu mythology
krista;f;german, english
kristal;f;english (modern)
kristaps;m;latvian
kristeen;f;english
kristel;f;english (modern)
kristen (1);m;danish
kristen (2);f;german
krister;m;swedish
kristi;f;english
kristia;f;english
kristian;m,f;scandinavian, finnish
kristie;f;english
kristiina;f;finnish
kristin;f;scandinavian, german
kristina;f;swedish, czech, russian, german
kristine;f;danish, norwegian
kristján;m;icelandic
kristjan;m;estonian
kristjana;f;icelandic
kristóf;m;hungarian
kristoffer;m;scandinavian
kristopher;m;english
kristy;f;english
kristyna;f;czech
krisztián;m;hungarian
krisztina;f;hungarian
krysia;f;polish
krystal;f;english (modern)
krystina;f;english (modern)
krystine;f;english (modern)
krystle;f;english (modern)
krystof;m;czech
krystyn;m;polish
krystyna;f;polish
krzys;m;polish
krzysztof;m;polish
ksawery;m;polish
ksenia;f;polish
ksenija;f;slovene
kseniya;f;russian
kshitij;f;indian
kuba;m;polish
kudret;m;turkish
kukka;f;finnish
kumar;m;indian
kumari;f;indian
kumiko;f;japanese
kun;m;chinese
kunal;m;indian
kunegunda;f;polish
kunibert;m;german
kunigonde;f;dutch
kunigunde;f;german
kuno;m;german
kunthea;f;khmer
kunto;f;african
kuro;m;japanese
kurt;m;german
kurtis;m;english
kustaa;m;finnish
kuzma;m;russian
kwabena;m;african
kwadwo;m;african
kwaku;m;african
kwame;m;african
kwasi;m;african
kweku;m;african
kwesi;m;african
kyla;f;english
kyle;m,f;english
kylee;f;english
kyleigh;f;english (modern)
kyler;m,f;english
kylie;f;english
kyllikki;f;finnish
kym;f;english
kynaston;m;english
kyösti;m;finnish
kyra;f;english
kyran;m;irish, english
kyriake;f;greek
kyriaki;f;greek
kyriakos;m;greek, ancient greek
kyros;m;ancient greek
kyung-soon;f;korean
laban;m;biblical
labhrainn;m;scottish
labhrás;m;irish
lacey;f,m;english
lachie;m;scottish
lachina;f;scottish
lachlan;m;scottish
lachtna;m;irish
lacy;f,m;english
ladislao;m;italian
ladislas;m;history
ladislaus;m;history
ladislav;m;czech, slovak
ladonna;f;english
laelia;f;ancient roman
lærke;f;danish
laetitia;f;late roman, english
lagina;f;english
lahja;f;finnish
laia;f;catalan
laila;f;arabic, english
laima;f;lithuanian
laird;m;
lajos;m;hungarian
lake;m;english
lakeisha;f;english
lakeshia;f;english
lakisha;f;english
lakshman;m;indian
lakshmi;f;indian, hindu mythology
lal;m;indian
lala;f;bulgarian
lalage;f;english
lalawethika;m;native american
laleh;f;iranian
lalit;f;indian
lalita;f;indian
lalla;f;english
lallie;f;english
lally;f;english
lalo;m;english
lambert;m;english, french, german, dutch
lamech;m;biblical
lamis;f;arabic
lammert;m;dutch, german
lamont;m;
lamprecht;m;german
lamya;f;arabic
lan;f;chinese
lana;f;english, russian
lance;m;english
lancelot;m;english, welsh mythology
landon;m;english
lane;m;english
lanford;m;english
lành;m;vietnamese
lani;f;hawaiian
lanny;m;english
lanty;m;
lanzo;m;german
laocadia;f;portuguese
laoise;f;irish
lára;f;icelandic
lara;f;russian
laraine;f;english
lareyna;f;english
lari;f;
larisa;f;russian
larissa;f;russian
lark;f;english
larkin;m;english
larrie;m;english
larry;m;english
lars;m;scandinavian
lárus;m;icelandic
laryn;f;english (modern)
lashawn;f,m;english (modern)
lashonda;f;english (modern)
lasse;m;finnish
lassi;m;finnish
lászló;m;hungarian
lata;f;indian
latanya;f;english (modern)
latasha;f;english (modern)
lateefah;f;arabic
latif;m;arabic
latifa;f;arabic
latifah;f;arabic
latisha;f;english
latonya;f;english (modern)
latoya;f;english (modern)
launce;m;english
launo;m;finnish
laura;f;english, spanish, italian, romanian, finnish
lauraine;f;english
laure;f;french
laureen;f;english
laurel;f;english
laurelle;f;english
lauren;f;english
laurena;f;english
laurence (1);m;english
laurence (2);f;french
laurencia;f;english
laurenço;m;portuguese
laurene;f;english
laurens;m;dutch
laurent;m;french
laurentia;f;ancient roman
laurentine;f;french
laurentiu;m;romanian
laurentius;m;ancient roman
lauressa;f;english
lauretta;f;italian
laurette;f;french
lauri;m;finnish
laurie;f;english
laurinda;f;english
laurine;f;english
laurissa;f;english
laurita;f;english
laurits;m;danish
lauritz;m;danish
lauro;m;italian
lauryn;f;english
lavena;f;english
lavender;f;english
lavern;f,m;english
laverna;f;roman mythology
laverne;f,m;english
lavina;f;english
lavinia;f;roman mythology
lavone;f;english (modern)
lavonne;f;english (modern)
lavra;f;slovene
lavrenti;m;russian, bulgarian
lavrentios;m;greek
lawahiz;f;arabic
lawanda;f;english
lawrence;m;english
lawrie;f;english
lawson;m;english
laxman;m;indian
laxmi;f;indian
layla;f;arabic
layton;m;english
laz;m;english
lázár;m;hungarian
lazar;m;russian
lazare;m;french
lazarus;m;biblical
lazer;m;jewish
lazzaro;m;italian
léa;f;french
lea;f;english
leachlainn;m;irish
leah;f;english, jewish, biblical
léan;f;irish
leander;m;greek mythology (latinized)
leandra;f;
léandre;m;french
leandro;m;spanish, italian
leann;f;english (modern)
leanna;f;english
leanne;f;english
leanora;f;english
leatrice;f;english (modern)
leberecht;m;german
lech;m;polish
lecia;f;
leda;f;greek mythology
lee;m,f;english
leeann;f;english
leeba;f;jewish
leela;f;indian
leesa;f;english (modern)
leevi;m;finnish
lefteris;m;greek
legolas;m;literature
lehi;m;biblical, mormon
leia;f;english
leif;m;scandinavian
leigh;f;english
leighton;m,f;english
leila;f;arabic, english
leilah;f;arabic, english
leilani;f;hawaiian
leith;m;
lela;f;arabic, english
leland;m;english
lelia;f;italian
lemmy;m;
lemoine;m;english
lempi;f;finnish
lemuel;m;biblical
len;m;english
lena;f;scandinavian, german, russian
lenard;m;english
lene;f;german
leni;f;german
lennard;m;english
lennart;m;scandinavian
lennie;m;english
lennon;m;english
lennox;m;scottish, english
lenny;m;english
lenora;f;english
lenore;f;english
lenox;m;scottish, english
lenuta;f;romanian
lenz;m;german
leo;m;english, german, late roman
leocadia;f;spanish
leocadio;m;spanish
leofric;m;anglo-saxon
leofwine;m;anglo-saxon
leokadia;f;polish
leola;f;english
leolin;m;
léon;m;french
leon;m;english, german
leona;f;english, german
léonard;m;french
leonard;m;english
leonardo;m;italian, spanish, portuguese
léonce;m;french
leoncio;m;spanish
leone (1);m;italian
leone (2);f;english
leonhard;m;german
leonid;m;russian
leonidas;m;greek, ancient greek
léonie;f;french
leonius;m;ancient roman
léonne;f;french
leonor;f;spanish, portuguese
leonora;f;italian
leonore;f;german
leonti;m;russian
leontina;f;italian, late roman
léontine;f;french
leontius;m;late roman
leonty;m;russian
leontyne;f;english
leonzio;m;italian
léopold;m;french
leopold;m;english
leopoldo;m;italian, spanish, portuguese
leos;m;czech
leroi;m;english
leroy;m;english
les;m;english
lesedi;f;african
lesia;f;
lesleigh;f;english (modern)
lesley;f,m;english
leslie;m,f;english
lesly;f,m;english
lessie;f;english
lester;m;english
leszek;m;polish
leta;f;english
letha;f;english
leticia;f;spanish, portuguese
letitia;f;english
letizia;f;italian
leto;f;greek mythology
lettice;f;english
lettie;f;english
letty;f;english
lev;m;russian
levent;m;turkish
levi;m;biblical, jewish, english
levon;m;armenian
lew;m;polish
lewella;f;english
lewin;m;english
lewis;m;english
lex;m;english
lexa;f;english
lexi;f;english
lexia;f;english
lexie;f;english
lexine;f;english
lexus;f;english
lexy;f;english
leyton;m;english
li;m,f;chinese
lia;f;italian
líadan;f;irish
liam;m;irish
liana;f;italian, portuguese, english
liane;f;french, english
lianne;f;english
libby;f;english
liber;m;roman mythology
liberatore;m;italian
liberius;m;ancient roman
liberty;f;english
libitina;f;roman mythology
libor;m;czech
liboria;f;italian
liborio;m;italian
lida;f;czech
liddy;f;
lidia;f;polish, italian
lidiya;f;russian
lieber;m;jewish
lien;f;vietnamese
liesa;f;german
liesbeth;f;dutch
liese;f;german
liesel;f;german
lieselotte;f;german
liesje;f;dutch
liesl;f;german
ligeia;f;greek mythology, ancient greek
ligia;f;
liisa;f;finnish
lijsbeth;f;dutch
lila;f;indian
lilac;f;english
lilavati;f;indian
líle;f;irish
lileas;f;scottish
lili;f;german
lilia;f;english
lilian;f;english
liliana;f;english
lilias;f;scottish
lilith;f;english, near eastern mythology
lilja;f;icelandic
lillian;f;english
lillias;f;scottish
lillie;f;english
lilly;f;english
lilo;f;german
lily;f;english
lim;m,f;chinese
lin;m,f;chinese
lina (1);f;arabic
lina (2);f;english, italian
linas;m;lithuanian
lincoln;m;english
linda;f;english
linden;f;english
lindon;m;english
lindsay;f,m;english, scottish
lindsey;f,m;english, scottish
lindsie;f,m;english, scottish
lindy;f;english
linette;f;english
linford;m;english
ling;f;chinese
linh;f;vietnamese
linnaea;f;english
linnéa;f;swedish
linnet;f;english
linnette;f;english
linnie;f;english
linos;m;greek mythology
linsay;f,m;english
linsey;f,m;english, scottish
linton;m;english
linus;m;greek mythology (latinized)
linwood;m;english
linzi;f;english
lionel;m;french
lior;m,f;jewish
liouba;f;
lir;m;irish mythology
liron;m,f;jewish
lis;f;scandinavian, english
lisa;f;english
lisanne;f;english, dutch
lisbet;f;scandinavian
lisbeth;f;german
lise;f;english
lisette;f;french
lisha;f;english
lissa;f;english
lita;f;english
liv;f;scandinavian
livia (1);f;italian, portuguese, english, ancient roman
livia (2);f;english
liviana;f;italian, ancient roman
livio;m;italian
liviu;m;romanian
livius;m;ancient roman
livvy;f;
livy;m;history
liz;f;english
liza;f;english
lizaveta;f;russian
lizbeth;f;english
lizette;f;english
lizolet;f;?
lizzie;f;english
lizzy;f;english
ljubomir;m;croatian, serbian
lleu;m;welsh mythology
lleulu;f;welsh
llew;m;welsh
llewella;f;welsh
llewellyn;m;welsh
llewelyn;m;welsh
llora;f;catalan
llorenç;m;catalan
lloyd;m;english
lluc;m;catalan
lluis;m;catalan
llyr;m;welsh mythology
llywellyn;m;welsh
llywelyn;m;welsh
lochan;m;indian
lochlainn;m;irish
lochlann;m;irish
lockie;m;english
lodewijk;m;dutch
lodovico;m;italian
logan;m,f;scottish, english
loic;m;french, breton
lois;f;english, biblical
loki;m;norse mythology
lola;f;spanish, english
lolicia;f;english
lolita;f;spanish
lomán;m;irish
lommán;m;irish
lon;m;english
lonán;m;irish
london;m,f;english
lone;f;danish
lonnie;m;english
lonny;m;english
lope;m;spanish
lora;f;german
loraine;f;english
lorainne;f;english
lóránd;m;hungarian
lóránt;m;hungarian
lorayne;f;english
lorcán;m;irish
lorccán;m;irish
lore;f;german
loredana;f;italian
loreen;f;english
lorelei;f;germanic mythology
lorelle;f;english
loren;f,m;english
lorena;f;english, spanish, portuguese, italian
lorencio;m;spanish
lorene;f;english
lorens;m;scandinavian
lorenz;m;german
lorenza;f;italian
lorenzo;m;italian
loreto;f;english
loretta;f;english, italian
lorette;f;
lori;f;english
lorie;f;english
lorin;m;english
lõrinc;m;hungarian
lorinda;f;english
loris;f;
lorita;f;english
lorn;m;english
lorna;f;english, scottish
lorne;m;english
lorraine;f;english
lorri;f;english
lorrie;f;english
lorrin;m;english
lothair;m;german
lothaire;m;french
lothar;m;german
lothario;m;italian
lotta;f;scandinavian, finnish
lotte;f;german
lottie;f;english
lotus;f;english
lou;f,m;english
louella;f;english
louie;m;english
louis;m;french, english
louisa;f;english
louise;f;french, english
louiza;f;english (modern)
loup;m;french
lourdes;f;spanish, english
love;f;english
lovel;m;english
lovell;m;english
loviisa;f;finnish
lovisa;f;swedish
lovise;f;danish, norwegian
lowell;m;english
lowri;f;welsh
loyd;m;english
luana;f;english
luann;f;english
luanna;f;english
luanne;f;english
luba;f;ukrainian
luben;m;bulgarian
lubna;f;arabic
lubomierz;m;polish
lubomir;m;czech, slovak
luc;m;french
luca (1);m;italian
luca (2);f;hungarian
lúcás;m;irish
lucas;m;english, dutch, french
lucasta;f;english
luce;f;french
lucetta;f;english
luchjo;m;esperanto
lúcia;f;portuguese
lucía;f;spanish
lucia;f;italian, german, english, scandinavian, romanian, ancient roman
lucian;m;english, romanian
luciana;f;italian, spanish, portuguese, ancient roman
luciano;m;italian, spanish, portuguese
lucie;f;french
lucien;m;french
lucienne;f;french
lucifer;m;theology
lucile;f;french, english
lucilla;f;italian, spanish, ancient roman
lucille;f;french
lucina;f;roman mythology
lucinda;f;english, portuguese
lucinde;f;french
lucine;f;armenian
lucio;m;italian, spanish, portuguese
lucius;m;ancient roman, english
lucjan;m;polish
lucky;m;english
lucrece;f;french
lucretia;f;ancient roman
lucrezia;f;italian
lucy;f;english
ludger;m;german, dutch
ludmila;f;russian, czech
ludmilla;f;english
ludo;m;english
ludovic;m;english
ludovica;f;german, dutch
ludoviko;m;esperanto
ludvig;m;scandinavian
ludvik;m;czech
ludwig;m;german
ludwik;m;polish
luella;f;english
lugh;m;irish mythology
lughaidh;m;irish, irish mythology
lugus;m;celtic mythology
luigi;m;italian
luigina;f;italian
luigino;m;italian
luis;m;spanish, portuguese
luisa;f;spanish, portuguese, italian
luise;f;german
luíseach;f;irish
luitgard;f;german
luitger;m;german
luitpold;m;german
luiz;m;portuguese
lujayn;f;arabic
lujza;f;hungarian
luka;m;russian, serbian, croatian, slovene
lukács;m;hungarian
lukas;m;german
luke;m;english, biblical
luksa;f;esperanto
lula;f;english
lulu;f;german
luminita;f;romanian
lumusi;f;african
luna;f;roman mythology
luned;f;welsh
lunete;f;french
lupe;f;spanish
lupita;f;spanish
lurdes;f;spanish
lure;f;
lutfi;m;arabic
lutgard;f;german
lutgardis;f;ancient germanic (latinized)
luther;m;english
lúðvík;m;icelandic
lutz;m;german
luuk;m;dutch
luukas;m;finnish
luvenia;f;english
luvinia;f;english
lux;f;english
luz;f;spanish
luzia;f;spanish
lyall;m,f;
lycurgus;m;greek mythology (latinized), ancient greek (latinized)
lyda;f;
lydia;f;english, german, biblical
lydie;f;french
lyle;m;english
lyn;f;english
lynda;f;english (modern)
lyndi;f;english
lyndon;m;english
lyndsay;f,m;english
lyndsea;f;english (modern)
lyndsey;f,m;english
lynette;f;english
lynn;f,m;english
lynna;f;english
lynne;f,m;english
lynnette;f;english
lynsay;f;english
lynsey;f;english
lynton;m;english
lynwood;m;english
lyov;m;russian
lyra;f;astronomy
lyric;f;english
lysander;m;ancient greek (latinized)
lysandra;f;ancient greek
lysette;f;english
lysimachus;m;ancient greek (latinized)
lysistrata;f;ancient greek
lyssa;f;english
lyuba;f;russian
lyubov;f;russian
lyudmila;f;russian
lyudmyla;f;ukrainian
lyydia;f;finnish
lyyti;f;finnish
maaike;f;dutch
maaria;f;finnish
maarit;f;finnish
maarja;f;estonian
maarten;m;dutch
maartje;f;dutch
maas;m;dutch
maata;f;maori
mabel;f;english
mabella;f;english
mabelle;f;english
mable;f;english
mabon;m;welsh, welsh mythology
macarena;f;spanish
macaria;f;spanish
macario;m;spanish
macey;f,m;english
machteld;f;dutch
macie;f,m;english
maciej;m;polish
mack;m;english
mackenzie;m,f;english
macsen;m;welsh
macy;f,m;english
madai;m;biblical
madailéin;f;irish
madalena;f;portuguese
madalyn;f;english
mädchen;f;german
maddalena;f;italian
maddison;f;english
madelaine;f;english
madeleine;f;french, english
madelina;f;english
madeline;f;french
madelyn;f;english
madge;f;english
madhav;m;indian
madhavi;f;indian
madhu;f;indian
madhukar;m;indian
madhur;f;indian
madison;m,f;english
madisyn;f;english (modern)
madlyn;f;english
madoc;m;welsh
madog;m;welsh
madoline;f;english
madonna;f;english
mads;m;danish
madyson;f;english (modern)
mae;f;english
maegan;f;english
maeja;f;
maeleachlainn;m;irish
maeva;f;
maeve;f;irish, irish mythology
mafalda;f;italian, portuguese
magda;f;german, dutch, scandinavian, czech, polish, romanian
magdalen;f;english
magdalena;f;german, dutch, scandinavian, spanish, portuguese, czech, polish
magdalene;f;german, english, biblical
magdalone;f;danish
magdolna;f;hungarian
maggie;f;english
magnhild;f;norwegian
magnolia;f;english
magnus;m;scandinavian, english
maha;f;arabic
mahala;f;
mahalah;m;biblical (variant)
mahalath;f;biblical
mahali;m;biblical (variant)
mahalia;f;
mahatma;m;history
mahavir;m;indian
mahendra;m;indian
mahin;f;iranian
mahinder;m;indian
mahlah;f,m;biblical
mahli;m;biblical
mahmood;m;indian
mahmud;m;arabic
mahomet;m;arabic
mahon;m;irish
mahvash;f;iranian
mai;f;vietnamese
maia (1);f;greek mythology, roman mythology
maia (2);f;roman mythology
maighread;f;scottish
maija;f;finnish
maike;f;frisian, german, dutch
maile;f;hawaiian
mainchín;m;irish
mainio;m;finnish
mair;f;welsh
máire;f;irish
mairéad;f;irish
mairead;f;scottish
mairenn;f;irish
màiri;f;scottish
máirín;f;irish
mairtín;m;irish
mairwen;f;welsh
maisie;f;scottish
maite;f;spanish, basque
maitiú;m;irish
maitland;m;english
maja;f;german, scandinavian, polish
major;m;english
makaio;m;hawaiian
makari;m;russian
makayla;f;english (modern)
makeda;f;history
makenna;f;english
makenzie;f;english
makram;m;arabic
maksim;m;russian
maksimilian;m;russian
mala;f;indian
malachi;m;biblical, jewish
malachy;m;irish
malaika;f;african
malak;f,m;arabic
malakai;m;
malamis;m;
malandra;f;english (modern)
malati;f;indian
malcolm;m;scottish, english
malcom;m;english (modern)
maldwyn;m;welsh
maleah;f;english (modern)
maleko;m;hawaiian
malene;f;danish
malgorzata;f;polish
malia;f;hawaiian
malie;f;hawaiian
malik;m;arabic
malika;f;
malin;f;swedish
malina;f;scottish, english
malinda;f;english
malka;f;jewish
mallaidh;f;irish
mallory;m,f;english
mallt;f;welsh
malone;m;
malvina;f;scottish, english
malvolio;m;literature
mamie;f;english
manasseh;m;biblical
manasses;m;biblical (variant)
mandeep;m;indian
mandi;f;english
mandy;f;english
manel;m;catalan
manfred;m;german, dutch, english
manfredo;m;italian
manfried;m;german
mani;m;indian
manish;m;indian
manjula;f;indian
manjusha;f;indian
manley;m;english
manlio;m;italian
mannix;m;irish
manny;m;english
manoel;m;portuguese
manola;f;spanish
manolo;m;spanish
manon;f;french
mansel;m;english
mansoor;m;indian
mansur;m;arabic
manu;m;indian
manuel;m;english, spanish, portuguese
manuela;f;spanish, portuguese, romanian
manus;m;irish
manya;f;russian
maoilios;m;scottish
maquinna;m;native american
mara (1);f;biblical
mara (2);f;hungarian
marajha;f;esperanto
maral;f;armenian
maralyn;f;english (modern)
marc;m;french
marcel;m;french, romanian, german
marcela;f;spanish, polish, romanian
marceli;m;polish
marcelina;f;polish
marceline;f;french
marcelino;m;spanish, portuguese
marcella;f;italian
marcelle;f;french
marcellette;f;french
marcellin;m;french
marcelline;f;french
marcellino;m;italian
marcello;m;italian
marcellus;m;ancient roman
marcelo;m;spanish, portuguese
marci;f;english
marcia;f;english
marcie;f;english
marcin;m;polish
marcio;m;portuguese, spanish
marco;m;italian, spanish, portuguese
marcos;m;spanish, portuguese
marcus;m;ancient roman, english, biblical (variant)
marcy;f;english
marduk;m;near eastern mythology
mared;f;welsh
maredudd;m;welsh
mareike;f;german
marek;m;polish, czech
maresol;f;
marfa;f;russian
margaid;f;manx
marganita;f;jewish
margaret;f;english
margaréta;f;hungarian
margareta;f;german, scandinavian, serbian, croatian, romanian
margarete;f;german
margarethe;f;german, danish
margaretta;f;english
margarid;f;armenian
margarida;f;portuguese
margarita;f;spanish, russian
margaux;f;english
marge;f;english
marged;f;welsh
margery;f;english
margh;m;cornish
margherita;f;italian
margie;f;english
margit;f;hungarian, scandinavian
margo;f;english
margot;f;french
margrét;f;icelandic
margrethe;f;german, danish, norwegian
marguerite;f;french
mari;f;welsh, finnish, hungarian
mária;f;hungarian
maría;f;spanish
maria;f;italian, portuguese, german, scandinavian, dutch, greek, polish, czech, romanian, english, finnish, icelandic
mariabella;f;english
mariah;f;english
mariam;f;arabic
mariamne;f;
marian (1);f;english
marian (2);m;polish, romanian
marian (3);m;
mariana;f;italian, spanish, portuguese, romanian, ancient roman
mariangela;f;italian
marianna;f;english, hungarian
marianne (1);f;french
marianne (2);f;english
mariano;m;italian
marianus;m;ancient roman
maribel;f;spanish
marica;f;hungarian
marie;f;french
marieke;f;dutch
mariel;f;english
mariele;f;german
mariella;f;italian
marielle;f;french
marietta;f;italian
mariette;f;french
marigold;f;english
marija;f;croatian, slovene, serbian, lithuanian
marijan;m;croatian
marijana;f;croatian
marijke;f;dutch
marijona;f;lithuanian
marijse;f;dutch
marika;f;czech, slovak, hungarian
mariko;f;japanese
marilena;f;english
marilene;f;english
marilou;f;english
marilyn;f;english
marilynn;f;english (modern)
marin;m;french, romanian
marina;f;italian, spanish, german, greek, russian, ancient roman
marinda;f;english
marine;f;french
marino;m;italian
marinus;m;ancient roman
mario;m;italian, spanish, portuguese
marion (1);f;english
marion (2);m;english
maris;f;english
marisa;f;italian, spanish, english
marise;f;french
mariska;f;hungarian
marisol;f;spanish
marissa;f;english
marit;f;norwegian, swedish
marita;f;german, spanish, dutch
maritza;f;spanish
marius;m;ancient roman, german, dutch, norwegian, danish, french, english, romanian
mariusz;m;polish
mariya;f;russian, ukrainian
marja;f;dutch, finnish
marjaana;f;finnish
marjan;f;dutch
marjani;f;african
marje;f;english
marjeta;f;slovene
marjolaine;f;english
marjorie;f;english
marjory;f;english
márk;m;hungarian
mark;m;english, russian, biblical
markéta;f;czech, slovak
marketta;f;finnish
markku;m;finnish
marko;m;ukrainian, croatian, serbian, finnish
markus;m;german
marla;f;english
marlee;f;english (modern)
marlen;m;russian
marlena;f;english
marlene;f;german, english
marley;m,f;english
marlin;m;english
marlon;m;english
marlowe;m;english
marly;m;english
marlyn;f;english
marmaduke;m;english
marna;f;swedish
marni;f;jewish
marnie (1);f;english
marnie (2);f;jewish
marquis;m;english
marquise;m;english
marquita;f;
mars;m;roman mythology
marsaili;f;scottish
marsha;f;english
marshal;m;english
marshall;m;english
marshan;f;english (modern)
márta;f;hungarian
märta;f;danish
marta;f;spanish, italian, portuguese, romanian, polish
mårten;m;swedish
marten;m;dutch
martha;f;english, scandinavian, greek, biblical
marthe;f;french, german
martie;m;english
martijn;m;dutch
martín;m;spanish
martin;m;english, french, german, russian, romanian, czech, slovene
martina;f;english, german, scandinavian, dutch, italian, spanish, portuguese, czech, croatian, slovak, ancient roman
martine;f;french
martinho;m;portuguese
martino;m;italian
martirio;f;spanish
martita;f;spanish
márton;m;hungarian
martta;f;finnish
martti;m;finnish
mártuska;f;hungarian
marty;m;english
martyn;m;welsh
martyna;f;polish
marva;f;english
marvin;m;english
marvyn;m;english
marwa;f;arabic
mary;f;english, biblical
marya;f;russian
maryam;f;arabic
maryann;f;english
maryanne;f;english
marylou;f;english
marylyn;f;english
maryvonne;f;english
marzena;f;polish
marzio;m;italian
masego;f;african
masha;f;russian
mason;m;english
masood;m;indian
massimiliano;m;italian
massimo;m;italian
masterman;m;english
mas'ud;m;arabic
masuyo;m;japanese
mat;m;english
máté;m;hungarian
matej;m;czech, slovak, slovene
mateja;f;slovene, slovak
mateo;m;spanish
mateus;m;portuguese
mateusz;m;polish
matheus;m;portuguese
mathew;m;english
mathias;m;german, scandinavian
mathieu;m;french
mathilda;f;english
mathilde;f;french
mathis;m;german, french
mathúin;m;irish
matias;m;finnish
matija;m;slovene, croatian, serbian
matild;f;hungarian
matilda;f;english
matilde;f;spanish, portuguese
matjaz;m;slovene
matleena;f;finnish
matrona;f;russian
matryona;f;russian
mats;m;swedish, norwegian
matt;m;english
matteo;m;italian
matthew;m;english, biblical
matthias;m;greek, english, german, biblical
matthieu;m;french
matti;m;finnish
mattia;m;italian
mattie;f,m;english
mattithyahu;m;biblical (original)
matty;m;english
matvei;m;russian
mátyás;m;hungarian
matylda;f;czech, polish
maud;f;english
maude;f;english
maudie;f;english
mauno;m;finnish
maura (1);f;italian, spanish
maura (2);f;scottish, irish, english
maureen;f;irish, english
maurene;f;irish, english
mauri;m;finnish
maurice;m;english, french
mauricio;m;spanish, portuguese
maurine;f;english, irish
maurizio;m;italian
mauro;m;italian
maurus;m;ancient roman
mave;f;irish
maverick;m;english
mavis;f;english
mavourneen;f;irish
mavreena;f;
max;m;english, german
maxene;f;english
maxim;m;russian
maxime;m;french
maximiano;m;spanish
maximilian;m;german, english
maximilien;m;french
maximilienne;f;french
maximillian;m;english
maximino;m;spanish, portuguese
maximo;m;spanish
maximus;m;ancient roman
maxine;f;english
maxwell;m;english
may;f;english
maya (1);f;indian
maya (2);f;english
maybelle;f;english
maybelline;f;english
mayim;f;
mayme;f;
maynard;m;english
maynerd;m;english
mayra;f;english
mayson;m;english (modern)
mayte;f;spanish
mazin;m;arabic
mckayla;f;english (modern)
mckenna;f;english
mckenzie;m,f;english
méabh;f;irish
meadhbh;f;irish
meadow;f;english
meagan;f;english
meaghan;f;english
meallán;m;irish
meave;f;irish
meaveen;f;
mechteld;f;dutch
mechtilde;f;german
medb;f;irish
medea;f;greek mythology (latinized)
media;f;english
medusa;f;greek mythology
meena;f;indian
meera;f;indian
mefodi;m;russian
meg;f;english
megan;f;welsh, english
meghan;f;english
mehalia;f;
mehetabel;f;biblical
mehitabel;f;biblical (variant)
mehmed;m;turkish
mehmet;m;turkish
mehmud;m;indian
mehrdad;m;iranian
mei;f;chinese
meical;m;welsh
meike;f;german
meinard;m;german
meinhard;m;german
meinir;f;welsh
meinrad;m;german
meinwen;f;welsh
meir;m;jewish
meirion;m;welsh
meiriona;f;welsh
mel;m,f;english
melaina;f;ancient greek
melania;f;italian, spanish
mélanie;f;french
melanie;f;english, dutch
melany;f;english
melba;f;english
melchior;m;judeo-christian legend
melchiorre;m;italian
melchor;m;spanish
mele;f;hawaiian
melek (1);m;jewish
melek (2);f;turkish
melesina;f;
melete;f;greek mythology
melia (1);f;english
melia (2);f;greek mythology
melicent;f;english
melina;f;
melinda;f;english
meliora;f;
melisa;f;english
mélissa;f;french
melissa;f;english, greek mythology, ancient greek
melita;f;english
melitta;f;ancient greek, english
mellan;m;irish
melle;f;
mellony;f;english (modern)
melody;f;english
melor;m;russian
melpomene;f;greek mythology
melva;f;english
melville;m;english
melvin;m;english
melvyn;m;english
melyssa;f;english (modern)
menachem;m;jewish
menahem;m;biblical, jewish
menashe;m;jewish
mendel;m;jewish
menelaus;m;greek mythology (latinized)
menes;m;ancient egyptian
menno;m;dutch, german
menuha;f;jewish
meraud;f;
mercedes;f;spanish
mercia;f;english
mercury;m;roman mythology
mercy;f;english
meredith;m,f;english
mererid;f;welsh
merete;f;danish
merfyn;m;welsh
merideth;f;english
meriel;f;english
merilyn;f;english
merita;f;esperanto
meriwether;m,f;english
merla;f;english
merle;f,m;english
merletta;f;english
merlin;m;welsh mythology, english
merlyn;m,f;english
merrick;m;english
merrill;m,f;english
merrilyn;f;english
merrion;m;welsh
merritt;m,f;english
merry;f;english
merten;m;german
merton;m;english
merv;m;english
mervin;m;welsh
mervyn;m;welsh
meryem;f;turkish
meryl;f;english
meshach;m;biblical
meshulam;m;jewish
meshullam;m;biblical, jewish
meta;f;german, scandinavian
methoataske;f;native american
methodius;m;ancient greek (latinized)
methuselah;m;biblical
metin;m;turkish
metody;m;polish
mette;f;danish
meuric;m;welsh
meurig;m;welsh
meyer;m;jewish
mhairi;f;scottish
mia;f;danish, swedish
mica;f;
micaela;f;italian
micah;m;biblical, english
micaiah;m,f;biblical
micajah;m;biblical (variant)
michaël;m;dutch
michael;m;english, german, czech, biblical
michaela;f;english, german, czech
michal (1);m;polish, czech
michal (2);f;biblical, jewish
michalina;f;polish
michayla;f;english (modern)
mícheál;m;irish
mìcheal;m;scottish
micheal;m;english
micheil;m;scottish
michel;m;french, german
michela;f;italian
michelangela;f;italian
michelangelo;m;italian
michèle;f;french
michele;m;italian
michelina;f;italian
micheline;f;french
michelle;f;french, english
michelyne;f;english (modern)
michi;f;japanese
